OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
10080,124,BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,11.0,EU,IS,IS-4,Patreksfjörður,no,BIPA,PFJ,,,https://en.wikipedia.org/wiki/Patreksfj%C3%B6r%C3%B0ur_Airport,,REYKJAVIK ACC,119.7,4593.0,148.0,BIT,1.0,0.0,-2667771.5969,9756318.5026
10081,125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48.0,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK,APP/DEP,119.0,5141.0,148.0,ASP,1.0,0.0,-2442416.3576,9382852.5849
10082,126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10.0,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport,,REYKJAVIK ACC,119.7,3556.0,105.0,BIT,0.0,0.0,-2104846.4091,9914675.4916
10084,127,BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,65.0,EU,IS,IS-6,Þórshöfn,yes,BITN,THO,,,https://en.wikipedia.org/wiki/Thorshofn_Airport,Thorshofn,REYKJAVIK ACC,119.7,3934.0,98.0,BIT,1.0,0.0,-1707151.183,9936904.196
10085,128,BIVM,medium_airport,Vestmannaeyjar Airport,63.4243011474609,-20.2789001464844,326.0,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,,REYKJAVIK ACC,119.7,3806.0,148.0,BIT,1.0,0.0,-2257436.8381,9205054.9335
10086,4614,BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789.0,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base",APP,118.775,9974.0,148.0,ASP,1.0,0.0,2341694.6557,5247172.0638
10122,15300,90WA,small_airport,Waldron Airstrip,48.7118,-123.017998,140.0,,US,US-WA,Eastsound,no,90WA,WDN,90WA,,,Waldronaire,,,2700.0,300.0,TURF,0.0,0.0,-13694300.8958,6226100.6175
10347,15514,96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,0.0,,US,US-AK,Whale Pass,no,,WWP,96Z,,,"North Whale SPB, North Whale Pass",,,10000.0,1000.0,WATER,0.0,0.0,-14819072.5855,7581602.419
10487,15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244.0,,US,US-AK,Chuathbaluk,yes,PACH,CHU,9A3,,https://en.wikipedia.org/wiki/Chuathbaluk_Airport,,,,3401.0,60.0,GRVL-E,1.0,0.0,-17723844.3801,8760023.167
10488,15641,9A8,small_airport,Ugashik Airport,57.523476,-157.396344,25.0,,US,US-AK,Ugashik,no,,UGS,9A8,,https://en.wikipedia.org/wiki/Ugashik_Airport,,,,3100.0,60.0,GRVL-F,0.0,0.0,-17521280.8668,7867873.9104
10511,15663,9CA3,heliport,Recreation and Conference Center Heliport,34.020472,-117.927396,701.0,,US,US-CA,City of Industry,no,9CA3,JID,9CA3,,,,,,40.0,40.0,CONC,0.0,0.0,-13127617.6733,4031551.2469
10690,15836,9N2,seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,0.0,,US,US-PA,Essington,no,9N2,PSQ,9N2,http://www.phillyseaplanebase.com/,https://en.wikipedia.org/wiki/Philadelphia_Seaplane_Base,Chandler Field,,,9100.0,250.0,WATER-E,0.0,0.0,-8382312.9836,4845473.8174
10916,16069,9Z8,small_airport,Levelock Airport,59.12606,-156.860906,39.0,,US,US-AK,Levelock,yes,,KLL,9Z8,,https://en.wikipedia.org/wiki/Levelock_Airport,,,,3281.0,59.0,GRVL-F,1.0,0.0,-17461676.1813,8207683.3171
10920,16074,A23,seaplane_base,Saginaw Seaplane Base,56.8862991333,-134.158004761,0.0,,US,US-AK,Saginaw Bay,no,A23,SGW,A23,,https://en.wikipedia.org/wiki/Saginaw_Seaplane_Base,,,,10000.0,1000.0,WATER,0.0,0.0,-14934400.7758,7736914.6228
10928,16082,A61,small_airport,Tuntutuliak Airport,60.3353004456,-162.667007446,16.0,,US,US-AK,Tuntutuliak,no,A61,WTL,A61,,https://en.wikipedia.org/wiki/Tuntutuliak_Airport,,,,3025.0,75.0,GRAVEL-G,1.0,0.0,-18108008.4378,8474770.1832
10929,16083,A63,small_airport,Twin Hills Airport,59.07559967041,-160.27299499512,82.0,,US,US-AK,Twin Hills,no,A63,TWA,A63,,https://en.wikipedia.org/wiki/Twin_Hills_Airport,AK63,,,3000.0,60.0,GRAVEL-G,1.0,0.0,-17841508.1908,8196744.8475
10935,16089,A79,small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,50.0,,US,US-AK,Chignik Lake,yes,A79,KCQ,A79,,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,,,,2800.0,60.0,GRVL-F,0.0,0.0,-17674751.4712,7609347.5419
10957,301695,ADC,small_airport,Andakombe Airport,-7.13722222222,145.744722222,3600.0,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,,,,1552.0,98.0,Grassed brown clay,0.0,0.0,16224228.2636,-796574.716499999
10958,299319,AEK,small_airport,Aseki Airport,-7.350805,146.193994,4106.0,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,ASE,,https://en.wikipedia.org/wiki/Aseki_Airport,,,,1969.0,98.0,Grassed red silt clay,0.0,0.0,16274240.9691,-820541.960200001
10959,301665,AFR,small_airport,Afore Airstrip,-9.13867,148.390701,2500.0,OC,PG,PG-NPP,,no,AYAF,AFR,AFE,,https://en.wikipedia.org/wiki/Afore_Airstrip,,,,2073.0,98.0,Grassed brown silt clay,0.0,0.0,16518777.2738,-1021653.1682
10960,301649,AGAF,small_airport,Afutara Aerodrome,-9.19138888889,160.948611111,23.0,OC,SB,SB-ML,Bila,yes,AGAF,AFT,,,https://en.wikipedia.org/wiki/Afutara_Airport,,,,1501.0,131.0,Coral grass,0.0,0.0,17916717.4328,-1027597.6982
10961,302290,AGAR,small_airport,Ulawa Airport,-9.86054358262,161.979546547,40.0,OC,SB,SB-MK,Arona,no,AGAR,RNA,,,https://en.wikipedia.org/wiki/Ulawa_Airport,,,,2822.0,66.0,Coral,0.0,0.0,18031480.6405,-1103129.6376
10962,35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,,,,2769.0,49.0,Crushed coral,0.0,0.0,17923662.7548,-991746.941399999
10963,31524,AGEV,small_airport,Geva Airport,-7.57582998275757,156.59700012207,,OC,SB,SB-WE,Liangia,no,AGEV,GEF,,,,,,,2297.0,82.0,Gravel dirt,0.0,0.0,17432298.3133,-845805.6719
10964,30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5.0,OC,SB,SB-ML,Auki,yes,AGGA,AKS,,,https://en.wikipedia.org/wiki/Auki_Airport,,,,3100.0,,UNK,0.0,0.0,17887039.1989,-972512.212400001
10965,302047,AGGB,small_airport,Bellona/Anua Airport,-11.3022222222,159.798333333,60.0,OC,SB,SB-RB,Anua,yes,AGGB,BNY,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,,,,2187.0,59.0,Coral sand,0.0,0.0,17788669.0962,-1266397.4571
10966,302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,,,,2164.0,82.0,Sand grass,0.0,0.0,17409935.4386,-748884.986499999
10967,30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5.0,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,,,https://en.wikipedia.org/wiki/Balalae_Airport,,,,5413.0,,UNK,0.0,0.0,17353223.1674,-780144.225499999
10968,35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands,,,1854.0,82.0,Grass,0.0,0.0,17764029.937,-905549.801899999
10969,31885,AGGI,small_airport,Babanakira Airport,-9.7475004196167,159.839004516602,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,,,,Mbambanakira Airport,,,1953.0,72.0,Grass,0.0,0.0,17793196.5917,-1090359.2284
10970,301837,AGGJ,small_airport,Avu Avu Airport,-9.86833333333,160.410555556,25.0,OC,SB,SB-GU,,no,AGGJ,AVU,,,,,,,2461.0,98.0,Grass,0.0,0.0,17856821.3624,-1104009.8011
10971,31686,AGGK,small_airport,Ngorangora Airport,-10.4497003555,161.897994995,54.0,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,,,https://en.wikipedia.org/wiki/Kirakira_Airport,,,,4377.0,,UNK,0.0,0.0,18022402.3633,-1169758.3822
10972,32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.7202997207642,165.794998168945,18.0,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,,,,,,,2999.0,,Coral,0.0,0.0,18456214.7722,-1200402.8583
10973,31563,AGGN,small_airport,Nusatupe Airport,-8.09778022766,156.863998413,13.0,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,,,,2871.0,75.0,UNK,0.0,0.0,17462020.4271,-904456.8915
10974,31932,AGGO,small_airport,Mono Airport,-7.41694021224976,155.565002441406,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,,,https://en.wikipedia.org/wiki/Mono_Airport,,,,3281.0,,UNK,0.0,0.0,17317416.857,-827965.660700001
10975,32174,AGGP,small_airport,Parasi Airport,-9.64167022705078,161.425003051758,,OC,SB,SB-ML,Parasi,no,AGGP,PRS,,,,,,,2156.0,79.0,Coral,0.0,0.0,17969749.1411,-1078407.5867
10977,35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.5339002609253,160.063003540039,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,,,,,,,2206.0,66.0,Coral,0.0,0.0,17818132.0489,-1292708.4837
10978,30989,AGGS,small_airport,Sege Airport,-8.57888984680176,157.876007080078,,OC,SB,SB-WE,Sege,no,AGGS,EGM,,,,,,,3002.0,,UNK,0.0,0.0,17574676.7166,-958586.134599999
10979,308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3.0,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),,,,2655.0,75.0,Coral,0.0,0.0,18084308.5798,-1214873.2849
10980,32238,AGGU,small_airport,Marau Airport,-9.86166954041,160.824996948,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,,,https://en.wikipedia.org/wiki/Marau_Airport,,,,2001.0,98.0,Coral,0.0,0.0,17902956.7671,-1103256.8582
10981,32564,AGGV,small_airport,Suavanao Airport,-7.5855598449707,158.731002807617,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,,,,,,,2789.0,79.0,Sand grass,0.0,0.0,17669854.4057,-846898.345100001
10982,35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30.0,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island,,,2428.0,148.0,Sand/grass,0.0,0.0,17542281.9567,-818262.939199999
10983,310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32.0,OC,SB,SB-WE,Kolombangara Island,no,AGKU,KUE,,,,Kukundu,,,1821.0,66.0,Graded earth,0.0,0.0,17471352.5167,-896409.0792
10984,308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52.0,OC,SB,SB-ML,Kwailabesi,no,AGKW,KWS,,,,,,,1896.0,66.0,Limestone/Grass,0.0,0.0,17897405.2699,-934007.910500001
10985,310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60.0,OC,SB,SB-MK,Star Harbor,no,AGNA,NAZ,,,,,,,2657.0,66.0,Soil and Grass,0.0,0.0,18056566.8722,-1195361.5494
10986,35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70.0,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,,,https://en.wikipedia.org/wiki/Gatokae_Aerodrome,,,,1936.0,121.0,GVL,0.0,0.0,17611059.1456,-976542.707699999
10987,32211,AGRC,small_airport,Ringi Cove Airport,-8.12639045715332,157.143005371094,,OC,SB,SB-WE,Ringi Cove,no,AGRC,RIN,,,,,,,2461.0,75.0,Coral grass,0.0,0.0,17493079.3396,-907673.957899999
10988,35170,AGRM,small_airport,Ramata Airport,-8.16806030273438,157.643005371094,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,,,https://en.wikipedia.org/wiki/Ramata_Airport,,,,2500.0,,,0.0,0.0,17548739.085,-912359.9186
10989,312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600.0,AS,CN,CN-51,Ngawa (Hongyuan),no,ZUHY,AHJ,,,https://en.wikipedia.org/wiki/Hongyuan_Airport,Aba,,,11811.0,148.0,CON,1.0,0.0,11393799.2384,3833287.5415
10990,46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350.0,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,,,,3281.0,,GRS,0.0,0.0,16111347.8595,-573588.2885
10991,301654,AIH,small_airport,Aiambak Airport,-7.34277777778,141.2675,90.0,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,,,,2526.0,98.0,Brown silt clay,0.0,0.0,15725826.1656,-819640.977200001
11005,16108,AK13,small_airport,Chena Hot Springs Airport,65.0518035889,-146.04699707,1195.0,,US,US-AK,Chena Hot Springs,no,AK13,CEX,AK13,,,,,,3000.0,60.0,GRVL,0.0,0.0,-16257877.3457,9622030.0486
11016,16120,AK26,small_airport,Solomon State Field,64.5605,-164.4457,25.0,,US,US-AK,Solomon,no,AK26,SOL,AK26,,,,,,1150.0,35.0,DIRT-GRVL-P,0.0,0.0,-18306011.5871,9493546.0407
11023,16125,AK33,small_airport,Herendeen Bay Airport,55.801399231,-160.899002075,20.0,,US,US-AK,Herendeen Bay,no,AK33,HED,AK33,,,,,,970.0,50.0,GRVL-TURF-P,0.0,0.0,-17911194.9801,7518981.0203
11039,16141,AK49,small_airport,Taylor Airport,65.6792984009,-164.798995972,440.0,,US,US-AK,Taylor,no,AK49,TWE,AK49,,,,,,2200.0,45.0,GRAVEL,0.0,0.0,-18345340.3148,9789619.976
11047,16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,304.0,,US,US-AK,Tikchik,no,AK56,KTH,AK56,,,,,,2000.0,2000.0,WATER,0.0,0.0,-17641579.4996,8391549.243
11053,16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,0.0,,US,US-AK,Tuxekan Island,no,AK62,NKI,AK62,,https://en.wikipedia.org/wiki/Naukati_Bay_Seaplane_Base,"62A, Nichin Cove Seaplane Base, WNC",,,10000.0,1000.0,WATER,0.0,0.0,-14830872.4515,7528533.741
11061,16165,AK71,small_airport,Point Lonely Short Range Radar Site Airfield,70.911118,-153.237766,17.0,,US,US-AK,Point Lonely,no,PALN,LNI,AK71,,https://en.wikipedia.org/wiki/Point_Lonely_Short_Range_Radar_Site,Lonely Air Station,,,5000.0,100.0,GRAVEL,1.0,0.0,-17058350.0814,11371949.533
11065,16169,AK75,small_airport,Candle 2 Airport,65.907699585,-161.925994873,15.0,,US,US-AK,Candle,no,AK75,CDL,AK75,,,,,,3880.0,90.0,GRVL-F,0.0,0.0,-18025519.2955,9851629.835
11071,16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,,,US,US-AK,Amook Bay,yes,AK81,AOS,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,,,,8000.0,700.0,WATER,0.0,0.0,-17122607.7481,7857106.1737
11086,16188,AK97,small_airport,Boswell Bay Airport,60.4230995178,-146.145996094,230.0,,US,US-AK,Boswell Bay,no,AK97,BSW,AK97,,https://en.wikipedia.org/wiki/Boswell_Bay_Airport,,,,2612.0,100.0,GRAVEL,0.0,0.0,-16268897.8667,8494544.805
11177,16289,ALZ,seaplane_base,Alitak Seaplane Base,56.897294,-154.249692,,,US,US-AK,Lazy Bay,no,,ALZ,ALZ,,https://en.wikipedia.org/wiki/Alitak_Seaplane_Base,,,,10000.0,1000.0,WATER,0.0,0.0,-17170997.1685,7739155.3661
11180,301676,AMF,small_airport,Ama Airport,-4.10111111111,141.67,145.0,OC,PG,PG-ESW,,no,AYAA,AMF,AMA,,,,,,2300.0,98.0,Grassed red clay,0.0,0.0,15770632.2607,-456923.934300002
11181,301689,AMU,small_airport,Amanab Airport,-3.586,141.214333333,1307.0,OC,PG,PG-SAN,Amanab,no,AYAM,AMU,ANA,,,,,,1900.0,98.0,Grassed red silt clay,0.0,0.0,15719907.6793,-399452.5682
11186,301706,APR,small_airport,April River Airport,-4.67666666667,142.540138889,220.0,OC,PG,PG-ESW,April River,no,AYPE,APR,APR,,,,,,2034.0,98.0,Grassed brown clay,0.0,0.0,15867495.6787,-521183.191399999
11187,42221,AQ-0002,small_airport,Troll Airfield,-71.95714,2.45257,4167.0,AN,AQ,AQ-U-A,Troll Station,no,AT27,QET,,,https://en.wikipedia.org/wiki/Troll_airfield,,,,9927.0,,Blue Ice,0.0,0.0,273018.843499999,-11737762.5832
11189,16294,AQY,small_airport,Girdwood-Alyeska Airport,60.968774,-149.119792,150.0,,US,US-AK,Girdwood,no,,AQY,AQY,,https://en.wikipedia.org/wiki/Girdwood_Airport,,,,2088.0,73.0,GRAVEL-G,0.0,0.0,-16599939.3126,8618656.7688
11190,35399,AR-0005,small_airport,Bragado Airport,-35.145811,-60.480294,196.0,SA,AR,AR-B,Bragado,no,SA2X,QRF,BRA,,,,,,3281.0,98.0,GRE,0.0,0.0,-6732635.5311,-4183713.9737
11192,35404,AR-0010,small_airport,General Villegas Airport,-34.995728,-62.999725,383.0,SA,AR,AR-B,General Villegas,no,,VGS,GAS,,https://en.wikipedia.org/wiki/General_Villegas_Airport,,,,3215.0,98.0,GRE,0.0,0.0,-7013097.3071,-4163300.6115
11193,35405,AR-0011,small_airport,Los Menucos Airport,-40.817699,-68.074699,2571.0,SA,AR,AR-R,Los Menucos,no,,LMD,MCO,,,,,,3773.0,128.0,GRE,0.0,0.0,-7578040.8286,-4985489.3804
11197,35412,AR-0017,small_airport,Valcheta Airport,-40.7000007629,-66.1500015259,629.0,SA,AR,AR-R,Valcheta,no,,VCF,VAL,,,,,,3117.0,98.0,GRE,0.0,0.0,-7363784.4858,-4968192.0422
11481,39021,AR-0346,small_airport,Sunchales Aeroclub Airport,-30.9575,-61.5283,299.0,SA,AR,AR-S,Sunchales,no,SAFS,NCJ,SCA,,,,,,6562.0,98.0,CON,1.0,0.0,-6849299.0254,-3627230.9385
11524,42812,AR-0390,small_airport,Carmen de Patagones Airport,-40.7781,-62.9803,131.0,SA,AR,AR-B,Carmen de Patagones,no,SA3R,CPG,PAT,,,,,,2625.0,131.0,GRE,0.0,0.0,-7010934.926,-4979666.3552
11625,46645,AR-0494,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877.0,SA,AR,AR-U,Sarmiento,no,,OLN,STO,,,,,,5250.0,82.0,GRE,0.0,0.0,-7681027.1649,-5713674.605
11723,301834,ATN,small_airport,Namatanai Airport,-3.6695,152.438,150.0,OC,PG,PG-NIK,Namatanai,no,AYNX,ATN,NTI,,https://en.wikipedia.org/wiki/Namatanai_Airport,,,,3494.0,,,0.0,0.0,16969320.5375,-408766.409600001
11724,301672,ATP,small_airport,Aitape Airport,-3.14361111111,142.346805556,10.0,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,,,,2769.0,98.0,Grassed grey silt clay,0.0,0.0,15845973.9105,-350120.8948
11740,354527,AU-0456,small_airport,Gruyere Airport,-28.034548,123.81506,1542.0,OC,AU,AU-WA,Cosmo Newbery,yes,YGRM,GYZ,,,,,,,6890.0,98.0,ASP,0.0,0.0,13783029.4317,-3253330.2007
11741,354528,AU-0457,small_airport,Karara Airport,-29.217223,116.687154,1011.0,OC,AU,AU-WA,Karara,yes,YKAR,KQR,,,https://en.wikipedia.org/wiki/Karara_Airport,,,,4593.0,,ASP,0.0,0.0,12989554.5654,-3403322.8137
11753,35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.0599994659424,148.880996704102,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,,,,,,,,,Water,0.0,0.0,16573356.7419,-2280140.0436
11754,301735,AUI,small_airport,Aua Island Airport,-1.46055555556,143.064722222,4.0,OC,PG,PG-MRL,Aua Island,no,AYND,AUI,AUA,,,,,,3015.0,,,0.0,0.0,15925892.0282,-162605.9124
11755,301693,AUJ,small_airport,Ambunti Airport,-4.21566666667,142.823166667,50.0,OC,PG,PG-ESW,Ambunti,no,AYAT,AUJ,AMI,,,,,,2461.0,147.0,Grassed yellow clay,0.0,0.0,15899002.1869,-469709.862799998
11756,301668,AUP,small_airport,Agaun Airport,-9.930833,149.385667,3200.0,OC,PG,PG-MBA,,no,AYAG,AUP,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,,,,2981.0,148.0,Grassed grey gravel,0.0,0.0,16629536.3823,-1111072.3905
11757,301737,AUV,small_airport,Aumo Airport,-5.73111111111,148.445277778,450.0,OC,PG,PG-WBK,Aumo,no,AYUM,AUV,AUMO,,,,,,2625.0,98.0,Brown clay gravel,0.0,0.0,16524852.7329,-639050.915800001
11758,314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,,,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,,,,7874.0,,CON,0.0,0.0,11754066.9592,4685682.9961
11759,352222,AXO,small_airport,Pantar Kabir Airport,-8.244832,124.219108,18.0,AS,ID,ID-NT,Kabir,no,WATP,AXO,,,,,,,2953.0,98.0,ASP,0.0,0.0,13828007.8494,-920994.522300001
11760,307980,AYAQ,small_airport,Kompiam Airport,-5.38166666667,143.924722222,5100.0,OC,PG,PG-EPW,,no,AYAQ,KPM,KOM,,,,,,2559.0,59.0,Grey gravel,0.0,0.0,16021626.7903,-599967.237799998
11763,311258,AYBR,small_airport,Biaru Airport,-7.6693,146.7594,4900.0,OC,PG,PG-MPL,Biaru,no,AYBR,BRP,BRU,,,,,,1982.0,,,0.0,0.0,16337181.6771,-856303.472899999
11768,54,AYCH,medium_airport,Chimbu Airport,-6.02429008483887,144.970993041992,4974.0,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,,,https://en.wikipedia.org/wiki/Chimbu_Airport,,,,3330.0,89.0,ASP,1.0,0.0,16138097.1252,-671859.971799999
11769,313962,AYDK,small_airport,Munduku Airport,-4.6204,143.4516,100.0,OC,PG,PG-ESW,Munduku,no,AYDK,MDM,MUN,,,,,,2800.0,,,0.0,0.0,15968959.0655,-514898.942899998
11770,311116,AYDO,small_airport,Doini Airport,-10.7009,150.7218,31.0,OC,PG,PG-MBA,Castori Islets,no,AYDO,DOI,DOI,,,,,,2051.0,98.0,Grassed grey sand,0.0,0.0,16778274.0274,-1198205.0011
11776,311135,AYEB,small_airport,Embessa Airport,-9.447,148.7628,131.0,OC,PG,PG-NPP,Embessa,no,AYEB,EMS,EMB,,,,,,1640.0,148.0,Grassed black sand,0.0,0.0,16560199.145,-1056432.8012
11777,308012,AYED,small_airport,Edwaki Airport,-3.883986,141.792234,190.0,OC,PG,PG-SAN,Yellow River Mission,no,AYED,XYR,EWK,,,,,,2415.0,98.0,Grassed yellow clay,0.0,0.0,15784239.2873,-432694.861699998
11780,311132,AYEL,small_airport,Eliptamin Airport,-5.0412,141.6779,4825.0,OC,PG,PG-SAN,Eliptamin,no,AYEL,EPT,ELP,,,,,,1739.0,98.0,Grassed brown clay gravel,0.0,0.0,15771511.6847,-561909.284699999
11782,311202,AYEN,small_airport,Engati Airstrip,-6.9179,146.1053,3715.0,OC,PG,PG-MPL,Engati,no,AYEN,EGA,EGT,,,,,,1312.0,98.0,Grassed brown silt clay,0.0,0.0,16264367.5982,-771975.056000002
11783,311200,AYEO,small_airport,Emo River Airstrip,-9.1234,148.0415,2240.0,OC,PG,PG-NPP,Emo Mission,no,AYEO,EMO,EMO,,,,,,1804.0,98.0,Grassed yellow clay,0.0,0.0,16479904.3963,-1019931.5026
11785,311370,AYFE,small_airport,Feramin Airport,-5.208,141.6988,4655.0,OC,PG,PG-SAN,Feramin,no,AYFE,FRQ,FMN,,,Feranmin,,,2165.0,98.0,Grassed brown clay,0.0,0.0,15773838.262,-580551.9005
11789,311384,AYFU,small_airport,Fuma Airport,-6.3933,142.4408,466.0,OC,PG,PG-WPD,Fuma,no,AYFU,FUM,FUMA,,,,,,2500.0,98.0,Grassed red clay,0.0,0.0,15856437.3242,-713180.410500001
11796,58,AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,311.0,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,,,https://en.wikipedia.org/wiki/Girua_Airport,,,,5485.0,98.0,ASP,0.0,0.0,16509682.9987,-983997.203200001
11799,311468,AYHB,small_airport,Habi Airport,-6.32,142.4893,993.0,OC,PG,PG-WPD,Habi,no,AYHB,HBD,HABI,,,,,,1969.0,98.0,Grassed brown clay,0.0,0.0,15861836.3195,-704970.2148
11800,311487,AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480.0,OC,PG,PG-MPL,Heiweni,no,AYHE,HNI,HWI,,,,,,1404.0,98.0,Grassed red clay,0.0,0.0,16300245.8701,-828567.3475
11801,312918,AYHH,small_airport,Honinabi Airport,-6.2457,142.1771,452.0,OC,PG,PG-WPD,Honinabi,no,AYHH,HNN,HBI,,,Honinabe,,,1348.0,98.0,Grassed black clay sand,0.0,0.0,15827082.3745,-696649.197900001
11804,311472,AYHO,small_airport,Haivaro Airport,-6.9406,143.059,180.0,OC,PG,PG-GPK,Haivaro,no,AYHO,HIT,HWO,,,Haiwaro,,,1641.0,98.0,Grassed brown clay,0.0,0.0,15925255.0334,-774520.601399999
11810,312938,AYII,small_airport,Imane Airport,-6.7524,146.1072,3860.0,OC,PG,PG-MPL,Imane,no,AYII,IMN,IMN,,,Imani,,,1640.0,,,0.0,0.0,16264579.1052,-753419.795600001
11811,313419,AYIM,small_airport,Kungim Airport,-5.671,141.03,349.0,OC,PG,PG-WPD,Kungim,no,AYIM,KGM,KNM,,,Kungum,,,1391.0,,,0.0,0.0,15699387.7866,-632326.114599999
11814,302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20.0,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,KIA,,https://en.wikipedia.org/wiki/Kieta_Airport,,,,5397.0,,ASP,0.0,0.0,17335577.1357,-703336.939399999
